Issue Type,Summary,Description,Status,Priority,Story Points,Components,Labels,Epic Name,Epic Link,Assignee,Sprint
Story,S2-BE-INTERVIEW BE — interview model + reminder cron,"**Context**
Interview row already created on accept. Net-new: reschedule endpoint, outcome capture endpoint, and reminder cron (24h + 2h before scheduled time).

**Scope**
- PATCH /api/interviews/:id/reschedule:
  - Allow one reschedule per interview (counter on row)
  - Reject subsequent with 400 + sentinel RESCHEDULE_LIMIT_REACHED
- POST /api/interviews/:id/outcome:
  - Body: { outcome: 'HIRED' | 'NO_SHOW' | 'NEED_REINTERVIEW', notes? }
  - Hired: application stays ACCEPTED
  - No-show: application → REJECTED with note 'no-show'
  - Need re-interview: application → SHORTLISTED with follow-up flag
- Reminder cron (BullMQ or node-cron):
  - Find interviews where scheduledAt - now() ∈ [22h, 26h] → send 24h reminder
  - Find interviews where scheduledAt - now() ∈ [1h, 3h] → send 2h reminder
  - Channels: WhatsApp + SMS (gated by M9 channels)
  - Skip if interview was rescheduled within the window
- All timestamps UTC, render in user TZ with IST default

**Acceptance Criteria** (RTM: M7-AC4, M7-AC5, M7-AC6, M7-AC7, M7-AC8)
- [ ] Reschedule once works; second attempt rejected
- [ ] Outcome capture flips status correctly per option
- [ ] 24h reminder cron fires for upcoming interviews (test with time-travel)
- [ ] 2h reminder cron fires
- [ ] Skipped reminders logged

**Dependencies**
- S2-BE-CHANNELS (WhatsApp + SMS adapters) — stub if not ready
- M9-AC3 (Meta WhatsApp templates)

**Definition of Done**
- Standard DoD applies
- Cron tested with simulated future + past windows
- Reminders idempotent (don't fire twice)

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m7-interview-scheduling

**Risk:** H — depends on R14 (WhatsApp) and R11 (SMS DLT) for actual delivery; logic works without",To Do,High,3,M7,"sprint-2,owner-asrar,role-be,risk-high",,M7 Interview Scheduling,syed.asrar9@azkashine.com,37
Story,S2-BE-RENEWAL-CRON BE — manual renewal + trial nurture crons,"**Context**
S1-16 handles initial trial creation + expiry cron. S2 adds: 3-days-before-expiry renewal reminder + day-3 + day-7 trial nurture nudges.

**Scope**
- Day-3 trial nurture cron: find TRIAL subs where startedAt is between 3d-4d ago → send WhatsApp + in-app ""Have you reviewed any applicants?""
- Day-7 trial nurture cron: find TRIAL subs where startedAt is between 7d-8d ago AND tier=TRIAL → send WhatsApp + in-app ""Trial ends in 7 days; upgrade now""
- T-3 renewal reminder cron: find PRO subs where expiresAt - now() is between 3d-4d → send in-app + WhatsApp + email
- All idempotent — don't fire twice for same window (track lastNotifiedAt)

**Acceptance Criteria** (RTM: M10-AC5, M10-AC7)
- [ ] Day-3 nudge fires on day 3, doesn't fire on day 4
- [ ] Day-7 nudge fires on day 7, only for not-yet-upgraded
- [ ] T-3 renewal reminder fires
- [ ] No duplicate sends (verified via lastNotifiedAt)

**Dependencies**
- S1-15 (Subscription schema)
- S2-BE-CHANNELS

**Definition of Done**
- Standard DoD applies
- Cron tested with time-travel

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m10-subscription--payments

**Risk:** M — depends on channels live",To Do,High,2,M10,"sprint-2,owner-asrar,role-be,risk-medium",,M10 Subscription & Payments,syed.asrar9@azkashine.com,37
Story,S2-BE-MODERATION BE — OpenAI scan + India scam regex,"**Context**
Admin manually clicks ""Scan Content"" on a job post. BE calls OpenAI omni-moderation-latest (free per Q8) + applies India-specific scam regex layer.

OpenAI API key procurement is a separate Nazir task (M12 OQ).

**Scope**
- POST /api/admin/posts/:id/scan:
  - Call OpenAI omni-moderation-latest with job title + description
  - Apply India scam regex layer in parallel:
    - Registration/training/background-check fee patterns
    - MLM language (""recruit X friends to earn lakhs"")
    - Free-mail HR contacts on Corporate jobs (gmail.com / yahoo.com / outlook.com)
    - Upfront-payment demands
    - Urgency-without-formality (""apply immediately, no interview"")
  - Return structured { openai_categories, openai_scores, india_violations: [...] }
- Scam patterns live in ScamPattern table (seed data; admin can extend post-launch)
- Scan flips moderationStatus: high-confidence violation → VIOLATION_FOUND; borderline → PENDING_REVIEW

**Acceptance Criteria** (RTM: M12-AC1, M12-AC2, M12-AC3)
- [ ] Endpoint returns structured violation result
- [ ] OpenAI API key validated at boot (assertion env var)
- [ ] All 5 regex categories detected with test fixtures
- [ ] moderationStatus flipped correctly per result

**Dependencies**
- OpenAI API key (Nazir procures pre-S2)

**Definition of Done**
- Standard DoD applies
- Test fixtures cover both clean + violating job posts
- Performance: scan completes in <3s P95

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m12-admin-content-moderation

**Risk:** M — OpenAI dep + regex pattern coverage",To Do,High,3,M12,"sprint-2,owner-asrar,role-be,risk-medium",,M12 Admin Content Moderation,syed.asrar9@azkashine.com,37
Story,S2-BE-WARNING BE — Send Warning action,"**Context**
Admin can issue a soft Warning to an employer for borderline violations. Creates JobWarning row + WhatsApp template + in-app notification.

**Scope**
- POST /api/admin/posts/:id/warning:
  - Body: { reason, severity? }
  - Creates JobWarning row with adminId + jobId + reason + createdAt
  - Auto-flips moderationStatus to VIOLATION_FOUND (if currently NO_VIOLATION or PENDING_REVIEW)
  - Fires in-app JOB_WARNING notification + WhatsApp job_warning template

**Acceptance Criteria** (RTM: M12-AC4)
- [ ] Endpoint creates JobWarning row
- [ ] Notification fires
- [ ] moderationStatus correctly flipped
- [ ] WhatsApp template sent (gated by R14)

**Dependencies**
- S2-BE-CHANNEL-WHATSAPP

**Definition of Done**
- Standard DoD applies

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m12-admin-content-moderation

**Risk:** L (logic) / M (WhatsApp dep)",To Do,High,1,M12,"sprint-2,owner-asrar,role-be,risk-medium",,M12 Admin Content Moderation,syed.asrar9@azkashine.com,37
Story,S2-BE-CHANNEL-FCM BE — FCM push adapter,"**Context**
M9 channel adapter. Firebase Admin SDK on BE, device tokens stored on User.deviceTokens[]. Web push + iOS APNs + Android FCM.

**Scope**
- Install firebase-admin SDK
- Service: services/notifications/fcm.ts
- send(userId, title, body, data?) — finds all device tokens for user, sends multicast
- Device token CRUD:
  - POST /api/me/devices { token, platform } — register
  - DELETE /api/me/devices/:tokenId — unregister
- On FCM failure (token invalid), prune from User.deviceTokens
- iOS APNs cert ownership: M9 OQ; if not resolved by Sprint 2 start, ship Android FCM only

**Acceptance Criteria** (RTM: M9-AC4)
- [ ] FCM Admin SDK boots without errors
- [ ] Push delivers end-to-end to a test device (Android first; iOS if APNs cert available)
- [ ] Token registration + deletion endpoints work
- [ ] Invalid tokens pruned on failure

**Dependencies**
- Firebase project setup (procurement)
- iOS APNs cert (M9 OQ — Nazir + mobile dev TBD)

**Definition of Done**
- Standard DoD applies
- Tested with real Android device or emulator

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m9-notifications

**Risk:** M — APNs cert blocker; Android FCM is straightforward",To Do,High,2,M9,"sprint-2,owner-asrar,role-be,risk-medium",,M9 Notifications,syed.asrar9@azkashine.com,37
Story,S2-BE-CHANNELS-MSG91 BE — MSG91 SMS + WhatsApp + Email adapters,"**Context**
MSG91 is the single BSP for SMS + WhatsApp + Email (locked 2026-05-13). All 3 adapters share an account + auth key.

**Scope**
- Single MSG91 client wrapper (services/notifications/msg91.ts)
- Three send functions:
  - sendSMS(phone, templateId, vars) — DLT-approved template required (R11)
  - sendWhatsApp(phone, templateName, vars) — Meta-approved template required (R14)
  - sendEmail(email, templateName, vars) — MSG91 Email template
- Channel-level failure handling: try/catch wrapper; log + alert; don't abort parent action
- Template registry: maintain {templateName → MSG91 ID} map in seed data (avoids hardcoding)
- Producer-hook pattern: consume from existing in-app notification producer

**Acceptance Criteria** (RTM: M9-AC2, M9-AC7)
- [ ] SMS delivers via MSG91 sandbox (gated by R11 for production)
- [ ] WhatsApp delivers via MSG91 sandbox (gated by R14)
- [ ] Email delivers via MSG91
- [ ] Failure logged but doesn't crash the request
- [ ] Template registry seeded

**Dependencies**
- MSG91 account procurement (S1-02 partially covers SMS DLT)

**Definition of Done**
- Standard DoD applies
- All 3 channels tested with at least one event each

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m9-notifications
- Decision 2026-05-13: MSG91 single-vendor

**Risk:** H — R11 + R14 both gate production delivery; sandbox works for testing",To Do,Highest,3,M9,"sprint-2,owner-asrar,role-be,risk-high",,M9 Notifications,syed.asrar9@azkashine.com,37
Story,S2-BE-NOTIFICATIONS-WIRING BE — wire all 11 notification events to channel matrix,"**Context**
With channels live (S2-BE-CHANNEL-FCM + S2-BE-CHANNELS-MSG91), wire all 11 NotificationType events to the right channel mix per the PRD M9 matrix.

**Scope**
- Producer hooks for all 11 events (most exist for in-app; need to add channel-fanout):
  - APPLICATION_SUBMITTED → employer (in-app + FCM + WhatsApp)
  - APPLICATION_ACCEPTED/REJECTED/SHORTLISTED → seeker (in-app + FCM + WhatsApp)
  - INTERVIEW_SCHEDULED → seeker (in-app + FCM + WhatsApp + SMS fallback)
  - EMPLOYER_APPROVED/REJECTED → employer (in-app + FCM + WhatsApp + email)
  - DOCUMENT_VERIFIED/REJECTED → user (in-app + FCM + WhatsApp)
  - JOB_WARNING → employer (in-app + FCM)
  - PAYMENT_CONFIRMATION → employer (in-app + FCM + WhatsApp + SMS fallback)
- User preference table: notification_preferences with category-level opt-out (OTP mandatory)
- GET/PUT /api/me/notification-prefs
- Channel-failure isolation per M9-AC7

**Acceptance Criteria** (RTM: M9-AC1, M9-AC6)
- [ ] All 11 event types fire correct channels per matrix
- [ ] User preferences respected
- [ ] Single channel failure doesn't abort delivery to other channels
- [ ] Test fixtures: trigger each event type, verify channels

**Dependencies**
- S2-BE-CHANNEL-FCM
- S2-BE-CHANNELS-MSG91

**Definition of Done**
- Standard DoD applies
- End-to-end test for at least 5 event types

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m9-notifications

**Risk:** M — many event types; testing matrix is wide",To Do,Highest,3,M9,"sprint-2,owner-asrar,role-be,risk-medium",,M9 Notifications,syed.asrar9@azkashine.com,37
Story,S2-BE-ADMIN-VERIFY BE — admin approve/reject wiring with notifications,"**Context**
Admin verification endpoints (approve/reject employer + seeker, verify/reject document) mostly built. Wire to M9 channels + audit log.

**Scope**
- PATCH /api/admin/employers/:id/approve + /reject — fire EMPLOYER_APPROVED / EMPLOYER_REJECTED via full channel matrix
- PATCH /api/admin/jobseekers/:id/approve + /reject — similar
- PATCH /api/admin/documents/:id/verify + /reject — cascade to user's overall documentVerificationStatus when last pending doc resolves
- AdminAuditLog table: adminId, action, targetUserId/jobId, timestamp, payload
- Wire audit log entries on every admin mutation

**Acceptance Criteria** (RTM: M11-AC2, M11-AC3, M11-AC4, M11-AC5, M11-AC8)
- [ ] Approve employer fires multi-channel notification
- [ ] Reject employer with reason fires notification
- [ ] Document verify cascades to overall status when last pending
- [ ] Audit log row created on every action

**Dependencies**
- S2-BE-NOTIFICATIONS-WIRING

**Definition of Done**
- Standard DoD applies
- Audit log auditable from admin UI (S2-FE-ADMIN-VERIFY)

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m11-admin-verification

**Risk:** L (mostly wiring) / M (depends on M9 channels)",To Do,High,2,M11,"sprint-2,owner-asrar,role-be,risk-medium",,M11 Admin Verification,syed.asrar9@azkashine.com,37
Story,S2-BE-JOB-POSTING-LOGIC BE — job validators + state machine + auto-FILL,"**Context**
Job posting mostly built but needs verification of: validators (M3-AC1), state machine (M3-AC4), auto-FILL on accept (M3-AC5), view counter (M3-AC8), re-submit after moderation (M3-AC7).

**Scope**
- Verify validators: salaryMax ≥ salaryMin, numberOfPositions ≤ 1000, lat+lon paired, expiresAt future on create
- Verify activate/deactivate is ACTIVE↔INACTIVE only (T2a #34b); 400 on FILLED/CANCELLED/CLOSED
- Verify auto-FILL: when acceptedCount === numberOfPositions, set FILLED + reject further apply with 400 (T2 #14)
- On PUT /api/jobs/:id where job is VIOLATION_FOUND and text changed → reset moderationStatus to PENDING_REVIEW (M3-AC7)
- Verify view counter increments unless requester is posting employer

**Acceptance Criteria** (RTM: M3-AC1, M3-AC4, M3-AC5, M3-AC7, M3-AC8)
- [ ] All validators reject invalid inputs
- [ ] State machine enforced
- [ ] Auto-FILL works
- [ ] Re-submit after VIOLATION_FOUND triggers moderation re-scan
- [ ] View counter accurate

**Dependencies**
- None (existing infra; mostly verification + small additions)

**Definition of Done**
- Standard DoD applies

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m3-job-posting

**Risk:** L",To Do,High,2,M3,"sprint-2,owner-asrar,role-be,risk-low",,M3 Job Posting,syed.asrar9@azkashine.com,37
Story,S2-BE-RECRUITER-GATE BE — recruiter-contact gate metering,"**Context**
""Contact the Recruiter"" button is double-gated: (a) employer toggle showEmailToSeekers/showPhoneToSeekers AND (b) seeker paid tier. Under Option B, no seeker premium → degrades to (a)-only. Re-evaluate if Shaik picks Option A on 2026-05-18.

**Scope**
- GET /api/jobs/:id/recruiter-contact endpoint check:
  - Employer toggles ON for the field requested (email or phone)
  - Seeker has subscriptionTier=PRO (skip this check under Option B)
  - On success return masked + unmasked contact
  - On failure return 403 with sentinel reason

**Acceptance Criteria** (RTM: M4-AC9, M5-AC9)
- [ ] Under Option B, gate degrades to toggle-only
- [ ] Toggle-off returns 403
- [ ] Tracking column on seeker (recruiterContactsRevealed) — for future metering if pricing changes

**Dependencies**
- S1-15 (Subscription schema)

**Definition of Done**
- Standard DoD applies

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m4-job-discovery (M4-AC9)

**Risk:** M — reverses if Shaik picks Option A (R16)",To Do,High,1,M4,"sprint-2,owner-asrar,role-be,risk-medium",,M4 Job Discovery,syed.asrar9@azkashine.com,37
Story,S2-BE-JOB-REPORTS BE — job reports queue + admin resolve,"**Context**
Seekers can report scam/violating jobs via POST /api/jobs/:id/report (T2 #12, already built). Admin needs a queue to triage these.

**Scope**
- GET /api/admin/reports with pagination + filter by status (UNRESOLVED / RESOLVED)
- PATCH /api/admin/reports/:id/resolve:
  - Body: { resolution: 'NO_ACTION' | 'WARNED' | 'DELETED', notes? }
  - Logs resolution on JobReport row
  - Does NOT auto-trigger warning/delete (admin still takes that action separately)

**Acceptance Criteria** (RTM: M12-AC6)
- [ ] Queue returns paginated reports
- [ ] Resolve action records resolution + notes + adminId + resolvedAt

**Dependencies**
- None

**Definition of Done**
- Standard DoD applies

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m12-admin-content-moderation

**Risk:** L",To Do,High,1,M12,"sprint-2,owner-asrar,role-be,risk-low",,M12 Admin Content Moderation,syed.asrar9@azkashine.com,37
Story,S2-FE-APPLY-MODAL FE — apply modal with audio recorder,"**Context**
ApplyModal exists and records audio to console.log (audit §2.1). Wire to BE multipart POST. 2-min hard stop on recorder.

**Scope**
- ApplyModal (apps/web/src/components/ApplyModal.tsx):
  - Wire submit to POST /api/applications with multipart audio + text
  - Show upload progress bar
  - Cap recorder at 2 min (currently 5 min) with countdown UI
  - Audio playback widget to confirm before submit
  - Success state + error handling
- Audio playback widget (used here + in my-applications detail):
  - WhatsApp-style: play/pause + waveform + 1x/1.5x/2x speed

**Acceptance Criteria** (RTM: M5-AC1, M5-AC2, M5-AC5, M5-AC7, M5-AC8)
- [ ] Apply submits audio + optional text successfully
- [ ] 2-min cap enforced client-side with countdown
- [ ] Success state visible
- [ ] My-applications shows the submitted application

**Dependencies**
- S2-BE-APPLY-AUDIO

**Definition of Done**
- Standard DoD applies
- Tested with various audio sources (laptop mic, headset mic)
- Mobile-responsive

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m5-job-application

**Risk:** M — net-new audio widget + multipart upload",To Do,Highest,3,M5,"sprint-2,owner-nazir,role-fe,risk-medium",,M5 Job Application,nazir.hasan@azkashine.com,37
Story,S2-FE-CANDIDATE-MGMT FE — candidate list + detail + actions,"**Context**
apps/web/src/app/employer/workers is a ""Coming soon"" placeholder. Build the full candidate management surface.

**Scope**
- /employer/workers — global candidate management with tabs (All/Accepted/Shortlisted/Rejected/Bookmarked)
- /employer/jobs/:id/candidates — per-job candidate list
- /employer/candidates/:applicationId — candidate detail with:
  - Seeker profile + audio playback widget
  - Work experience + skills + documents
  - Action buttons: Accept (triggers Schedule Interview modal) / Reject / Bookmark
- Schedule Interview modal:
  - Date / Time / (Mode dropdown — gated by Q13 OQ; default include if mobile design has it) / Notes
  - Single submit triggers BE accept-with-interview flow
- Stats tiles for employer dashboard (totalApplications, accepted, rejected, etc.)

**Acceptance Criteria** (RTM: M6-AC1, M6-AC2, M6-AC3, M6-AC7, M6-AC8)
- [ ] Tabs route + filter correctly
- [ ] Candidate detail audio plays
- [ ] Accept opens Schedule Interview modal; submit creates Interview + flips status
- [ ] Reject + Bookmark work
- [ ] Stats correct

**Dependencies**
- S2-BE-APPLY-AUDIO (audio playback URL)
- M7 BE work

**Definition of Done**
- Standard DoD applies
- Full flow tested end-to-end on staging

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m6-candidate-management

**Risk:** M — large new build",To Do,Highest,3,M6,"sprint-2,owner-nazir,role-fe,risk-medium",,M6 Candidate Management,nazir.hasan@azkashine.com,37
Story,S2-FE-CHAT FE — chat UI with polling + audio,"**Context**
Chat does not exist on FE today. Build conversations list + chat surface + audio recorder.

**Scope**
- /messages — conversations list with otherPartyLastSeenAt + unread counts
- /messages/:conversationId — chat surface:
  - Text input + audio recorder (60s cap, hold-to-record UX)
  - Audio playback widget per message
  - Polling loop @ ~10s when open
  - Mark-read on chat open
  - Read-receipt ticks
- Notification badge wired to /api/notifications/unread-count

**Acceptance Criteria** (RTM: M8-AC2, M8-AC3, M8-AC5, M8-AC6, M8-AC7)
- [ ] Conversations list + unread counts correct
- [ ] Chat polling delivers new messages within ~10s
- [ ] 60s audio cap enforced
- [ ] Read receipts visible
- [ ] SYSTEM messages render distinctly

**Dependencies**
- S2-BE-CHAT-AUDIO
- S2-BE-CHAT-POLLING

**Definition of Done**
- Standard DoD applies
- 2-user smoke test on staging

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m8-chat--messaging

**Risk:** M — net-new screens + polling loop",To Do,Highest,3,M8,"sprint-2,owner-nazir,role-fe,risk-medium",,M8 Chat / Messaging,nazir.hasan@azkashine.com,37
Story,S2-FE-JOB-POSTING FE — job posting + live preview,"**Context**
Employer has no job posting UI today. Build full flow with live preview.

**Scope**
- /employer/jobs — list of own jobs with Active + Expired tabs
- /employer/jobs/new — composition form with live preview pane:
  - Title, description, category, subcategory, skillsRequired multi-select, salary range, payment type, urgency, location, GPS (optional manual entry), positions, expiresAt, showEmail/PhoneToSeekers toggles
  - Live preview renders as seeker will see (right pane)
  - Publish button submits POST /api/jobs
- /employer/jobs/:id/edit — same form pre-filled
- /employer/jobs/:id — detail view with Activate / Deactivate / Delete / Re-submit-after-moderation actions

**Acceptance Criteria** (RTM: M3-AC2, M3-AC3, M3-AC4, M3-AC6)
- [ ] Composition form works; live preview matches seeker rendering
- [ ] Publish creates job
- [ ] Edit re-fills + submits update
- [ ] Active + Expired tabs filter correctly
- [ ] Activate / Deactivate idempotent

**Dependencies**
- S2-BE-JOB-POSTING-LOGIC

**Definition of Done**
- Standard DoD applies

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m3-job-posting

**Risk:** M — large new flow",To Do,High,3,M3,"sprint-2,owner-nazir,role-fe,risk-medium",,M3 Job Posting,nazir.hasan@azkashine.com,37
Story,S2-FE-ADMIN-VERIFY FE — admin verification UI (in apps/admin),"**Context**
Admin pages currently mock; lift to apps/admin and wire to real endpoints.

**Scope**
- apps/admin/src/app/employers — Corporate employer queue (Pending / Rejected / Approved tabs)
- apps/admin/src/app/employers/[id] — detail with docs + Approve / Reject actions (with rejection reason)
- apps/admin/src/app/jobseekers — seeker queue
- apps/admin/src/app/jobseekers/[id] — seeker detail
- apps/admin/src/app/documents — cross-role document review queue
- Global tab badges showing pending counts (T2a #38)

**Acceptance Criteria** (RTM: M11-AC1, M11-AC2, M11-AC3, M11-AC4, M11-AC7)
- [ ] All queues paginate + filter correctly
- [ ] Approve / Reject fire correct notifications (via BE)
- [ ] Document verify cascades when last pending
- [ ] Badges accurate

**Dependencies**
- S1-06 (admin workspace)
- S2-BE-ADMIN-VERIFY

**Definition of Done**
- Standard DoD applies
- Cross-checked against existing /admin/* mocks for parity + improvements

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m11-admin-verification

**Risk:** L",To Do,High,3,M11,"sprint-2,owner-nazir,role-fe,role-admin,risk-low",,M11 Admin Verification,nazir.hasan@azkashine.com,37
Story,S2-FE-ADMIN-MOD FE — admin moderation UI,"**Context**
Admin post moderation UI: Scan Content button + violations highlighted + Send Warning + Delete + Job Reports queue.

**Scope**
- apps/admin/src/app/posts — moderation queue with status filters
- apps/admin/src/app/posts/[id] — post detail with:
  - Scan Content button (triggers BE scan)
  - Violations highlighted inline (OpenAI categories + India regex hits)
  - Send Warning button (with reason text)
  - Delete button (with confirm dialog)
- apps/admin/src/app/reports — seeker-initiated job reports queue with Resolve action

**Acceptance Criteria** (RTM: M12-AC1, M12-AC4, M12-AC5, M12-AC6)
- [ ] Scan returns + renders structured violations
- [ ] Send Warning issues warning + fires notification
- [ ] Delete hard-deletes job (cascades on BE)
- [ ] Reports queue + resolve action work

**Dependencies**
- S1-06 (admin workspace)
- S2-BE-MODERATION
- S2-BE-WARNING
- S2-BE-JOB-REPORTS

**Definition of Done**
- Standard DoD applies

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m12-admin-content-moderation

**Risk:** L",To Do,High,3,M12,"sprint-2,owner-nazir,role-fe,role-admin,risk-low",,M12 Admin Content Moderation,nazir.hasan@azkashine.com,37
Story,S2-FE-i18n FE — next-i18next wiring + EN+HI JSON,"**Context**
Currently zero t() calls in apps/web. Set up next-i18next infra + EN + HI JSON files. AI-draft + native-reviewer pipeline runs offline (Nazir coordinates reviewers).

**Scope**
- New workspace: packages/i18n
- Locale JSON files: locales/en/common.json, locales/hi/common.json (other 8 stubbed for S3)
- next-i18next wired in apps/web (config + provider)
- Wrap strings in t() calls on critical screens: register, login, job feed, apply modal, candidate mgmt, chat, profile
- Header language switcher dropdown (web seeker + employer + admin)
- PATCH /api/me/language wired

**Acceptance Criteria** (RTM: M14-AC1, M14-AC2, M14-AC5)
- [ ] EN + HI JSONs in repo
- [ ] Critical screens use t() (no hardcoded English on critical UI)
- [ ] Language switcher updates server + UI
- [ ] [needs review] markers render where keys missing (no English fallback)

**Dependencies**
- AI-draft translation (offline; Nazir owns)
- Native reviewer coordination (R5)

**Definition of Done**
- Standard DoD applies
- EN + HI walkthroughs on staging

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m14-i18n-10-languages

**Risk:** M — R5 (reviewer availability); EN+HI hard-gated to 100% by code freeze",To Do,Highest,3,M14,"sprint-2,owner-nazir,role-fe,risk-medium",,M14 i18n,nazir.hasan@azkashine.com,37
Story,S2-FE-SUBSCRIPTION-UI FE — subscription upgrade + renewal UI,"**Context**
Employer needs UI to upgrade, renew, see payment history, and the Razorpay checkout flow.

**Scope**
- /employer/subscription — current state + days remaining + upgrade button
- /employer/subscription/checkout — Razorpay widget integration (sandbox in S2; production keys in S3)
- /employer/subscription/success — post-webhook confirmation
- /employer/payments — payment history list
- Trial day-3 + day-7 banner / modal prompts (triggered by /api/me/subscription state)
- Renewal-due banner (T-3 days)
- Tier-state pills on dashboard header (TRIAL / PRO / EXPIRED with days remaining)
- Admin dashboard wired to real revenue endpoint

**Acceptance Criteria** (RTM: M10-AC4, M10-AC5, M10-AC7, M10-AC9)
- [ ] Razorpay sandbox checkout end-to-end works
- [ ] Upgrade flips state to PRO after webhook (verify via polling /api/me/subscription)
- [ ] Renewal prompt appears T-3 days
- [ ] Day-3 + day-7 trial prompts appear on schedule
- [ ] Admin revenue dashboard shows real numbers

**Dependencies**
- S1-17 (Razorpay sandbox checkout/webhook)
- S2-BE-RENEWAL-CRON

**Definition of Done**
- Standard DoD applies

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m10-subscription--payments

**Risk:** M — Razorpay widget integration",To Do,Highest,3,M10,"sprint-2,owner-nazir,role-fe,risk-medium",,M10 Subscription & Payments,nazir.hasan@azkashine.com,37
Story,S2-FE-NOTIFICATIONS-DROPDOWN FE — notifications dropdown + preferences,"**Context**
Bell icon dropdown showing last 20 notifications + unread badge + mark-all-read. Preferences screen for per-category opt-out.

**Scope**
- Header dropdown (web seeker + employer + admin):
  - Last 20 notifications, unread badge, mark-all-read action
- /settings/notifications — preferences screen with toggles per category (WhatsApp/SMS/email opt-out; OTP mandatory)
- Wire to GET/PUT /api/me/notification-prefs
- Device-token registration on login (web push permission request)

**Acceptance Criteria** (RTM: M9-AC5, M9-AC6)
- [ ] Dropdown renders correctly
- [ ] Mark-all-read works
- [ ] Preferences persist + are respected by BE producer hooks

**Dependencies**
- S2-BE-NOTIFICATIONS-WIRING

**Definition of Done**
- Standard DoD applies

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m9-notifications

**Risk:** L",To Do,High,2,M9,"sprint-2,owner-nazir,role-fe,risk-low",,M9 Notifications,nazir.hasan@azkashine.com,37
Story,S2-FE-PROFILE FE — profile management screens,"**Context**
Seeker profile + documents + skills are referenced as nav targets but missing on FE today (audit §2.3). Build out.

**Scope**
- /profile — seeker profile view + edit (photo, name, sector, job title, languages, work experience)
- /profile/documents — seeker doc CRUD
- /profile/skills — skill catalog picker
- /employer/profile — employer profile view + edit + GST/CIN change warning
- /employer/profile/documents — employer doc CRUD with min-1 invariant
- Voice 🔊 icon labels + tooltips translated (M14)

**Acceptance Criteria** (RTM: M2-AC3, M2-AC4, M2-AC5, M2-AC8, M2-AC9)
- [ ] All CRUD operations work
- [ ] Min-1 invariant enforced on employer docs
- [ ] GST/CIN change shows warning + resets verifyStatus on BE

**Dependencies**
- None (BE built)

**Definition of Done**
- Standard DoD applies

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m2-profile-management

**Risk:** L",To Do,High,3,M2,"sprint-2,owner-nazir,role-fe,risk-low",,M2 Profile Management,nazir.hasan@azkashine.com,37
Story,S2-FE-CONTACT-GATE FE — contact recruiter gated reveal,"**Context**
Job detail page has a Contact the Recruiter button that's currently always visible. Wire to the gated reveal logic per M4-AC9.

**Scope**
- On /job-details/:id, render Contact Recruiter button only if:
  - Employer has toggled showEmail or showPhone for this job
  - (Skip seeker paid-tier check under Option B)
- Clicking the button calls GET /api/jobs/:id/recruiter-contact
- Show contact in a modal; copy buttons; track reveal event

**Acceptance Criteria** (RTM: M4-AC9)
- [ ] Button hidden when toggles off
- [ ] Reveal works when toggles on
- [ ] Modal shows email + phone (whichever toggle is on)

**Dependencies**
- S2-BE-RECRUITER-GATE

**Definition of Done**
- Standard DoD applies

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m4-job-discovery

**Risk:** L",To Do,High,1,M4,"sprint-2,owner-nazir,role-fe,risk-low",,M4 Job Discovery,nazir.hasan@azkashine.com,37
